ID,Project,Website,Collection,Product,Short_Name,Description,Access,Notebook,Format,Category,Start,End,Region,Coordinate,Spatial Resolution,Temporal Resolution,Released,Polygon,Variables,DOI,Theme1,Theme2,Theme3,EO_Missions,Consortium
122,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201502 for europe,SM2A+GPM-201502 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20150201_20150228.nc,,NetCDF,HR,2015/02/01,2015/02/28,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
123,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201503 for europe,SM2A+GPM-201503 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20150301_20150331.nc,,NetCDF,HR,2015/03/01,2015/03/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
124,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201504 for europe,SM2A+GPM-201504 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20150401_20150430.nc,,NetCDF,HR,2015/04/01,2015/04/30,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
125,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201505 for europe,SM2A+GPM-201505 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20150501_20150531.nc,,NetCDF,HR,2015/05/01,2015/05/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
126,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201506 for europe,SM2A+GPM-201506 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20150601_20150630.nc,,NetCDF,HR,2015/06/01,2015/06/30,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
127,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201507 for europe,SM2A+GPM-201507 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20150701_20150731.nc,,NetCDF,HR,2015/07/01,2015/07/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
128,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201508 for europe,SM2A+GPM-201508 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20150801_20150831.nc,,NetCDF,HR,2015/08/01,2015/08/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
129,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201509 for europe,SM2A+GPM-201509 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20150901_20150930.nc,,NetCDF,HR,2015/09/01,2015/09/30,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
130,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201510 for europe,SM2A+GPM-201510 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20151001_20151031.nc,,NetCDF,HR,2015/10/01,2015/10/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
131,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201511 for europe,SM2A+GPM-201511 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20151101_20151130.nc,,NetCDF,HR,2015/11/01,2015/11/30,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
132,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201512 for europe,SM2A+GPM-201512 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20151201_20151231.nc,,NetCDF,HR,2015/12/01,2015/12/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
133,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201601 for europe,SM2A+GPM-201601 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20160101_20160131.nc,,NetCDF,HR,2016/01/01,2016/01/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
134,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201602 for europe,SM2A+GPM-201602 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20160201_20160229.nc,,NetCDF,HR,2016/02/01,2016/02/29,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
135,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201603 for europe,SM2A+GPM-201603 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20160301_20160331.nc,,NetCDF,HR,2016/03/01,2016/03/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
136,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201604 for europe,SM2A+GPM-201604 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20160401_20160430.nc,,NetCDF,HR,2016/04/01,2016/04/30,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
137,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201605 for europe,SM2A+GPM-201605 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20160501_20160531.nc,,NetCDF,HR,2016/05/01,2016/05/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
138,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201606 for europe,SM2A+GPM-201606 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20160601_20160630.nc,,NetCDF,HR,2016/06/01,2016/06/30,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
139,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201607 for europe,SM2A+GPM-201607 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20160701_20160731.nc,,NetCDF,HR,2016/07/01,2016/07/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
140,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201608 for europe,SM2A+GPM-201608 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20160801_20160831.nc,,NetCDF,HR,2016/08/01,2016/08/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
141,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201609 for europe,SM2A+GPM-201609 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20160901_20160930.nc,,NetCDF,HR,2016/09/01,2016/09/30,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
142,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201610 for europe,SM2A+GPM-201610 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20161001_20161031.nc,,NetCDF,HR,2016/10/01,2016/10/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
143,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201611 for europe,SM2A+GPM-201611 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20161101_20161130.nc,,NetCDF,HR,2016/11/01,2016/11/30,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
144,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201612 for europe,SM2A+GPM-201612 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20161201_20161231.nc,,NetCDF,HR,2016/12/01,2016/12/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
145,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201701 for europe,SM2A+GPM-201701 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20170101_20170131.nc,,NetCDF,HR,2017/01/01,2017/01/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
146,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201702 for europe,SM2A+GPM-201702 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20170201_20170228.nc,,NetCDF,HR,2017/02/01,2017/02/28,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
147,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201703 for europe,SM2A+GPM-201703 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20170301_20170331.nc,,NetCDF,HR,2017/03/01,2017/03/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
148,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201704 for europe,SM2A+GPM-201704 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20170401_20170430.nc,,NetCDF,HR,2017/04/01,2017/04/30,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
149,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-201705 for europe,SM2A+GPM-201705 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20170501_20170531.nc,,NetCDF,HR,2017/05/01,2017/05/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
