ID,Project,Website,Collection,Product,Short_Name,Description,Access,Notebook,Format,Category,Start,End,Region,Coordinate,Spatial Resolution,Temporal Resolution,Released,Polygon,Variables,DOI,Theme1,Theme2,Theme3,EO_Missions,Consortium
39,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-200803 for europe,SM2A+GPM-200803 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20080301_20080331.nc,,NetCDF,HR,2008/03/01,2008/03/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
40,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-200804 for europe,SM2A+GPM-200804 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20080401_20080430.nc,,NetCDF,HR,2008/04/01,2008/04/30,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
41,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-200805 for europe,SM2A+GPM-200805 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20080501_20080531.nc,,NetCDF,HR,2008/05/01,2008/05/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
42,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-200806 for europe,SM2A+GPM-200806 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20080601_20080630.nc,,NetCDF,HR,2008/06/01,2008/06/30,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
43,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-200807 for europe,SM2A+GPM-200807 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20080701_20080731.nc,,NetCDF,HR,2008/07/01,2008/07/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
44,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-200808 for europe,SM2A+GPM-200808 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20080801_20080831.nc,,NetCDF,HR,2008/08/01,2008/08/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
45,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-200809 for europe,SM2A+GPM-200809 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20080901_20080930.nc,,NetCDF,HR,2008/09/01,2008/09/30,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
46,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-200810 for europe,SM2A+GPM-200810 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20081001_20081031.nc,,NetCDF,HR,2008/10/01,2008/10/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
47,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-200811 for europe,SM2A+GPM-200811 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20081101_20081130.nc,,NetCDF,HR,2008/11/01,2008/11/30,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
48,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-200812 for europe,SM2A+GPM-200812 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20081201_20081231.nc,,NetCDF,HR,2008/12/01,2008/12/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
49,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-200901 for europe,SM2A+GPM-200901 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20090101_20090131.nc,,NetCDF,HR,2009/01/01,2009/01/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
50,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-200902 for europe,SM2A+GPM-200902 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20090201_20090228.nc,,NetCDF,HR,2009/02/01,2009/02/28,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
51,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-200903 for europe,SM2A+GPM-200903 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20090301_20090331.nc,,NetCDF,HR,2009/03/01,2009/03/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
52,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-200904 for europe,SM2A+GPM-200904 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20090401_20090430.nc,,NetCDF,HR,2009/04/01,2009/04/30,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
53,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-200905 for europe,SM2A+GPM-200905 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20090501_20090531.nc,,NetCDF,HR,2009/05/01,2009/05/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
54,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-200906 for europe,SM2A+GPM-200906 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20090601_20090630.nc,,NetCDF,HR,2009/06/01,2009/06/30,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
55,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-200907 for europe,SM2A+GPM-200907 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20090701_20090731.nc,,NetCDF,HR,2009/07/01,2009/07/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
56,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-200908 for europe,SM2A+GPM-200908 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20090801_20090831.nc,,NetCDF,HR,2009/08/01,2009/08/31,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
57,4dHydro,https://4dhydro.eu,4DHYDRO precipitation product: SM2RAIN+GPM,4DHYDRO precipitation product: GPM+SMRAIN-ASCAT-200909 for europe,SM2A+GPM-200909 EU,The product is characterized by the integration of GPM Late run precipitation estimates and SM2RAIN-derived rainfall. The soil moisture-based estimates are obtained through the application of SM2RAIN to ASCAT retrievals. The two products are merged with a triple collocation technique (third product: ERA5 Land precipitation). Prior the merging the data are downscaled at 1 km spatial resolution using CHELSA (1 km) climatology. The merging technique allows to obtain a high-resolution product (1km-24 hour) over Europe. The product has been developed in the framework of the 4DHydro project for the entire ASCAT era (2007-2022).,https://cnrirpi.s3.sbg.io.cloud.ovh.net/cnrirpi_mergedgpmsm2a_p_europe_0p0083deg_daily_20090901_20090930.nc,,NetCDF,HR,2009/09/01,2009/09/30,europe,wgs84,1 km,d,2023,"[[[-11,33],[42,33],[42,73],[-11,73],[-11,33]]]",precipitation,,Atmosphere,,,METOP;GPM,CNR-IRPI
